,datetime,content,title,channels
331,2018-11-21 14:35:23,【航锦科技：旗下基金投资项目若符合科创板要求也可以独立IPO】航锦科技在互动平台表示，上海琢鼎是上市公司设立的产业投资基金，专注投资军工及军民融合的相关领域。即将推出的科创板，为上海琢鼎的项目投资退出提供更多的方式，除了并入上市公司体系外，符合科创板要求的投资项目也可以独立IPO。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
332,2018-11-21 14:30:33,韩国首尔综指收跌0.3%。,,"[{'id': '5', 'name': '市场'}]"
333,2018-11-21 14:29:57,【东莞公示鼓励和支持“倍增计划”企业兼并重组拟资助企业名单 多家上市公司上榜】东莞市经济和信息化局开展2018年东莞市鼓励和支持“倍增计划”企业兼并重组资助资金项目申报工作，拟资助符合条件的众生药业、南兴装备、正业科技、拓斯达、华立股份等6家企业。现对拟资助企业名单予以公示，公示时间：11月19日至11月23日。据悉，成功申报企业将获得印花税补助、贷款贴息资助、资本利得奖励等方面资助。,,"[{'id': '10', 'name': 'A股'}]"
334,2018-11-21 14:27:31,【软银对韩国最大在线零售商Coupang投资20亿美元】韩国最大的在线零售商Coupang今日宣布，软银集团旗下“愿景基金”将对其投资20亿美元。2015年，软银曾对Coupang投资10亿美元。知情人士称，软银的本轮投资为Coupang估值约90亿美元。,,"[{'id': '3', 'name': '公司'}]"
335,2018-11-21 14:23:25,【苏宁控股与江苏省政府签署九大领域合作，未来5年新增投资2000亿】根据协议，双方合作涉及9个领域，具体包括商圈消费引领工程、便民生活智慧服务体系、苏宁零售云、新能源车辆推广、智慧物流研究院、智慧民生应用、科创金融、苏宁云、苏宁工业互联网平台、苏宁大数据中心、足球青训、中华特色馆等项目。苏宁控股集团董事长张近东表示，2000亿的投资将重点放在发展智慧零售新业态，深化创新前沿技术、构筑完善产业生态，积极扶持江苏本土中小企业、新产业的创新发展等领域。未来五年，将率先在江苏城乡市场完成互联网零售新业态的覆盖，培育一批引领全国的示范商圈，其中包括打造99个数字化商业广场平台，落地7500多家互联网门店。,,"[{'id': '3', 'name': '公司'}]"
336,2018-11-21 14:21:34,【申万宏源秦泰：预计2019年全年有200bp的降准空间】申万宏源宏观高级分析师秦泰认为，增值税减税或导致CPI同比增速略低于2018年，但企业盈利不会受到负面影响。他表示，货币政策预计保持配合性宽松，数量型操作工具重要性仍然高于价格型工具，预计全年有200BP的降准空间。减税和稳基建或令2019年预算财政赤字率扩张至3.3%-3.5%。汇率方面，预计美元指数回落，中国国际收支流出压力可控，人民币兑美元预计稳中小幅升值至6.7-6.8。,,"[{'id': '1', 'name': '宏观'}, {'id': '6', 'name': '观点'}]"
337,2018-11-21 14:16:17,深圳本地股异动，深物业A直线拉升，大涨6%，沙河股份、深振业A、深深宝A小幅跟涨。,,"[{'id': '5', 'name': '市场'}, {'id': '10', 'name': 'A股'}]"
338,2018-11-21 14:15:09,【中央结算公司副总经理：考虑在中债估值基础上研发CRMW指数】中央结算公司副总经理、中债估值中心总经理刘凡表示，中债估值中心目前正考虑在现有的信用风险缓释凭证(CRMW)二级市场估值基础上，进一步研发CRMW指数。,,"[{'id': '5', 'name': '市场'}]"
339,2018-11-21 14:08:43,宝武和鞍钢计划合并重组？鞍钢高层回应：没听说。（一财）,,"[{'id': '3', 'name': '公司'}, {'id': '9', 'name': '焦点'}]"
340,2018-11-21 14:07:02,【宝钢股份：未听说宝武集团和鞍钢集团合并的消息】今日午间有外媒报道称，中国正计划宝武集团和鞍钢集团的合并重组。对此，公司回应称，公司也是刚看到这个消息，之前没有听说过，公司目前不方便做出回应。,,"[{'id': '3', 'name': '公司'}, {'id': '9', 'name': '焦点'}]"
341,2018-11-21 14:04:50,【浩云科技：不排除选择合适的子公司或投资项目登陆科创板】浩云科技在互动平台上表示，公司参与投资的项目主要集中在高新科技技术企业；但目前，关于科创板的上市规则还未明确，公司暂时还不能判断子公司或投资项目上市是否符合公司的长期发展需求。如果登陆科创板能够为公司的长期发展创造有利条件，公司不排除选择合适的子公司或投资项目上市。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
342,2018-11-21 14:04:22,【比特币价格下挫 矿工群体关机止损】随着比特币价格近日来的大幅波动，矿工群体正在迎来持续暴击。连番下跌中，比特币价格已经击穿多个矿机成本价格，即挖矿得到的收益不足以支付电费和管理费。持续暴跌中，有矿工已经开始清盘，将矿机二手转卖。,,"[{'id': '2', 'name': '行业'}]"
343,2018-11-21 14:00:27,日本日经225指数收跌0.4%。,,"[{'id': '5', 'name': '市场'}]"
344,2018-11-21 13:59:29,日产汽车会长戈恩、代表董事凯利将被延长羁押10天。（日本共同社）,,"[{'id': '3', 'name': '公司'}]"
345,2018-11-21 13:57:07,【舟山太平洋海工交付中国建造最大FSRU】中国船舶工业行业协会消息，舟山太平洋海工建造的26000立方米浮式天然气储存再气化装置 “KARUNIA DEWATA”号近日正式交付。这是中国船厂目前建造的最大FSRU（浮式储存及再气化装置）也是国内建造的第一座使用国产C型液货储罐的中小型浮式天然气储存再气化装置，填补了国内海洋工程市场在这一领域的空白，该项目的交付将有助于增加印尼天然气供应链的发展。,,"[{'id': '8', 'name': '其他'}]"
346,2018-11-21 13:55:33,意大利财长特里亚：对债券利差感到担心。（意大利24小时太阳报）,,"[{'id': '1', 'name': '宏观'}]"
347,2018-11-21 13:51:51,【华为、联想折叠屏曝光，LG参与屏幕供应】据韩媒报道，LG Display正在与华为，联想，小米等国内厂商就折叠屏及相关零配件供应进行合作。LG计划从2019年初开始，向自己位于清州的工厂进行大量投资，配套折叠面板研制项目所需的粘合剂、基板以及其它组件。,,"[{'id': '3', 'name': '公司'}]"
348,2018-11-21 13:43:11,菲律宾财政部：菲律宾考虑分批次发行60亿元人民币债券。,,"[{'id': '1', 'name': '宏观'}]"
349,2018-11-21 13:39:39,【紫光安全芯片通过eSIM管理平台测试，为唯一通过该项测试的中国芯】近期，紫光国微紫光同芯微电子自主研发的安全芯片产品通过了中国联通eSIM管理平台测试，符合GSMA协会发布的eSIM规格，可直接嵌入eSIM终端设备使用。紫光称，公司已经具备中国联通eSIM发卡能力，紫光芯成为国内首款，也是迄今唯一一款通过该项测试的中国芯。,,"[{'id': '3', 'name': '公司'}]"
350,2018-11-21 13:37:03,【德勤“2018中国高科技高成长50强”出炉】德勤“2018中国高科技高成长50强”日前正式发布。其中，软件领域入选企业数量最多，达到18家。其次是互联网领域，入选企业数量从去年7家增长到16家。,,"[{'id': '1', 'name': '宏观'}]"
351,2018-11-21 13:32:47,【非洲猪瘟防控八条禁令发布：严禁瞒报、谎报、迟报、漏报】据农业农村部消息，农业农村部今天（11月21日）发布关于印发《非洲猪瘟疫情防控八条禁令》的通知。禁令包括严禁瞒报、谎报、迟报、漏报、阻碍他人报告动物疫情，严禁不履行动物疫病检测职责、出具虚假检测报告等八条。,,"[{'id': '8', 'name': '其他'}]"
352,2018-11-21 13:25:18, 鞍钢股份、宝钢股份午后直线拉升，宝钢包装涨停，鞍钢股份涨逾4%。,,"[{'id': '3', 'name': '公司'}, {'id': '9', 'name': '焦点'}, {'id': '10', 'name': 'A股'}]"
353,2018-11-21 13:22:28,【中国正计划宝武集团和鞍钢集团的合并重组】中国正在计划对宝武集团和鞍钢集团进行合并重组，以达到政府设下的未来几年行业集中度目标和宝武集团自身的未来产量目标。,,[]
354,2018-11-21 13:22:08,【知情人士：中国正计划宝武集团和鞍钢集团的合并重组】彭博援引知情人士称，中国正在计划对宝武集团和鞍钢集团进行合并重组，以达到政府设下的未来几年行业集中度目标和宝武集团自身的未来产量目标。,,"[{'id': '3', 'name': '公司'}, {'id': '9', 'name': '焦点'}, {'id': '10', 'name': 'A股'}]"
355,2018-11-21 13:17:36,香港官员表示现阶段无意放宽或取消楼市需求管理措施。（香港电台）,,"[{'id': '8', 'name': '其他'}]"
356,2018-11-21 13:14:36,东风汽车集团：注意到有关日产董事长Carlos Ghosn和日产的媒体报道，将一如既往地支持合资子公司的经营发展。,,"[{'id': '3', 'name': '公司'}]"
357,2018-11-21 13:03:24,【东海证券将参与设立30亿元纾困基金 支持常州市民营上市公司发展】常州市国资委、东海证券正在联合相关金融机构组建上市公司纾困基金，预计首期规模30亿元，由债权、股权两类产品方式组成。东海证券表示，未来公司将在调研基础上，联合常州市及各辖市区国有公司共同出资成立母基金，通过对接银行、保险、国有企业和政府平台等资金，设立多个子基金，帮助有发展前景的民营上市公司纾解股权质押风险，促进企业稳定经营和高质量发展。（中证网）,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
358,2018-11-21 13:02:46,【上海静安市场监管局：拟对盒马鲜生虚假标签事件按规处罚】从上海静安区市场监督管理局获悉，11月16日，静安区市场监督管理局接举报后已对上海盒马网络科技有限公司静安第二分公司进行立案调查，为保障消费者合法权益，维护公平有序的市场竞争秩序，根据目前查实情况，静安区市场监督管理局对其以欺诈手段提供商品，侵害消费者合法权益的行为，拟按照《上海市消费者权益保护条例》第64条第一款第一项的规定进行处罚。（澎湃）,,"[{'id': '3', 'name': '公司'}, {'id': '8', 'name': '其他'}]"
359,2018-11-21 13:00:29,  布伦特原油涨超1美元，日涨幅1.7%，报63.60美元/桶。,,"[{'id': '5', 'name': '市场'}]"
360,2018-11-21 12:51:04,【雷军：小米海外收入占比44% 国际化进展之快超出自己想象】小米CEO雷军今日在国务院新闻办公室中外记者会上透露，小米在今年三季度海外收入同比大涨112.7%，占总收入43.9%。“小米创业至今不过8年，国际化进展之快超出了自己的想象。”雷军透露，小米走向海外，进入80多个国家和地区市场，在其中30个市场手机市场进入前5，给当地带去了产品、技术、管理和资金。,,"[{'id': '3', 'name': '公司'}]"
361,2018-11-21 12:50:29,【全市场首只以地方债为投资标的的公募产品即将登陆上交所】全市场首只以地方债为投资标的的公募产品，海富通上证10年期地方政府债ETF，将于22日正式登陆上交所。这意味着各类投资者将可以通过公募基金轻松参与地方债投资，把握地方政府债的投资机会。（中国证券网）,,"[{'id': '10', 'name': 'A股'}]"
362,2018-11-21 12:48:26,【市场监管总局：以认证手段帮扶小微企业解决成长中的烦恼】为帮扶小微企业质量提升，助推民营经济发展，市场监管总局于11月21日在福建省连城县召开“小微企业质量提升”工作会议。下一步，市场监管总局将通过深化“放管服”改革，优化质量认证市场监管和服务，为小微企业营造更加宽松优化的市场环境；同时，广泛开展质量管理体系升级行动，针对不同行业小微企业特点，评估其优势和关键质量问题，制定行之有效的小微企业质量管理体系认证方案。,,"[{'id': '8', 'name': '其他'}]"
363,2018-11-21 12:42:26,【腾讯音乐今年20亿美元IPO计划即将来到关键时刻 讨论过推迟交易至2019年初】据路透社报道，腾讯音乐娱乐集团(TME)最初计划10月启动至多20亿美元的美国IPO，但上月决定推迟到11月，期待市场企稳。现在，年内这最后一笔大规模美国IPO面临的境况是：科技股人气依然疲弱。据两名参与此事的知情人士透露，腾讯音乐及其顾问还讨论过推迟交易至2019年初。他们说，公司尚未做出决定。“当然，他们想在年底之前完成此项交易，但又不想匆忙上市。他们非常关心的是(获得)恰当估值，而不是快速上市，”一名知情人士称。,,"[{'id': '3', 'name': '公司'}, {'id': '9', 'name': '焦点'}]"
364,2018-11-21 12:35:21,【中检院：两家厂商10万瓶狂犬疫苗被拒绝签发】中国食品药品检定研究院11月21日发布消息，不予签发两家长春企业生产的狂犬病疫苗，合计约10万瓶。吉林迈丰生物药业有限公司生产的约4.3万瓶人用狂犬病疫苗（Vero细胞）及长春卓谊生物股份有限公司生产的约5.7万瓶冻干人用狂犬病疫苗（Vero细胞）被不予签发，无法获得上市许可。,,"[{'id': '2', 'name': '行业'}, {'id': '10', 'name': 'A股'}]"
365,2018-11-21 12:33:10,【B站董事长淡定对待游戏版号冻结：不是永久问题，长期没影响】目前整个游戏行业最大的挑战便是游戏版号审批冻结。B站董事长陈睿表示，B站对版号问题的态度是“淡定对待”。“这是行业都面临的问题，不是某几家公司面临的问题，其次是阶段性的问题，而不是永久的问题。”陈睿说，“这个对于（游戏）业务来说，是一个短期的影响，长期没有影响。”（澎湃）,,"[{'id': '2', 'name': '行业'}, {'id': '3', 'name': '公司'}]"
366,2018-11-21 12:30:25,【习近平会见菲律宾众议长阿罗约和参议长索托】国家主席习近平21日在马尼拉会见菲律宾众议长阿罗约和参议长索托。习近平指出，近年来，中菲关系焕发新的活力，实现了由转圜、巩固到提升的跨越式发展。当前，中菲关系站在新的历史起点上，展现出广阔发展前景。希望菲律宾参众两院能够为促进中菲友好发挥更大作用。希望菲律宾议会支持政府推进同中国务实合作，支持、推动两国在教育、文化、旅游等领域合作，让中菲关系的民意基础更加坚实。 （央视）,,"[{'id': '8', 'name': '其他'}]"
367,2018-11-21 12:25:50,【美军核动力航母“里根”号访港 已进入香港水域】香港《商报》刚刚消息，美军核动力航母“里根”号战斗群访问本港，今早已进入香港水域。《商报》称，其记者观察到，“里根”号今早约10时45分，经过数码港对开的东博寮海峡，并预计会停泊于青衣岛南面的锚地。（环球网）,,"[{'id': '8', 'name': '其他'}]"
368,2018-11-21 12:16:22,【比亚迪：厄瓜多尔向公司采购770万美金纯电动大巴】近日，厄瓜多尔第一大城市瓜亚基尔市宣布向比亚迪采购纯电动大巴，用以打造该国首支纯电动大巴车队。本次订单金额约770万美金，包括20台12米纯电动大巴及配套的快速充电系统。当地公交运营商Saucinc向厄瓜多尔公共银行贷款购买。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
369,2018-11-21 12:13:03,【金固股份：公司参股的苏州智华正评估是否在科创板上市】日前，金固股份对媒体表示，目前公司参股的苏州智华汽车电子有限公司正在评估是否在科创板上市。据悉，苏州智华是清华大学汽车工程系孵化支持的由清华大学苏州汽车研究院牵头着力打造的专注于智能驾驶的高科技公司，面向国内整车厂和汽车消费者提供产品解决方案和价值服务。金固股份表示，其上市与否需要看未来科创板的具体政策。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
370,2018-11-21 12:12:09,【日媒：检方考虑对日产提起诉讼】日本朝日新闻周三报道称，日本检方考虑对日产汽车提起诉讼，此前该公司董事长戈恩因涉嫌财务违规遭到逮捕。检方表示，戈恩和代表董事Greg Kelly合谋低报戈恩从2010财年起的五年期间的薪资，仅申报了实际薪酬100亿日元(8865万美元)的一半。报道援引消息人士说，虚报意味着公司方也要承担责任，检方考虑将公司一起提告。,,"[{'id': '3', 'name': '公司'}]"
371,2018-11-21 12:07:24,【投资者10月从股债基金大举赎回290亿美元 创三年之最】投资者10月从股票和债券基金中撤资的规模创逾三年高位。根据晨星公司最新报告，上月共同基金和交易所交易基金（ETF）的净赎回额达到291亿美元，为2015年8月以来最大资金外流量。数据不包含货币市场基金。全球市场的暴跌让投资者变得谨慎。标普500指数10月下跌近7%。,,"[{'id': '5', 'name': '市场'}]"
372,2018-11-21 12:02:02,【午间公告：东方铁塔中标约2.33亿元项目】邦讯技术：控股股东、实控人张庆文及其一致行动人戴芙蓉所持公司股份首次出现被动减持至公告日，合计被动减持1.76%公司股份。东方铁塔：中标南方电网800KV直流角钢塔招标项目包16、包20，中标价合计约2.33亿元，约占去年营业收入的11.39%。方正电机：三季度业绩下滑事项不影响非公开发行A股股票。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
373,2018-11-21 12:01:25,"香港恒生指数上午收盘下跌0.2%，报25,798.95。",,"[{'id': '5', 'name': '市场'}]"
374,2018-11-21 11:59:35,【中国商飞携手阿里巴巴探索商用飞机制造智能化】11月20日，王坚大飞机工作室在中国商飞总装制造中心揭牌成立，旨在推动智能制造技术与商用飞机制造领域的深度融合。王坚是阿里巴巴集团旗下云计算品牌阿里云的创始人，也是“城市大脑”概念的提出者。此前，中国商飞总装制造中心与阿里巴巴就共同打造工业领域大数据试点应用、合作构建大规模生产特征的“工厂大脑”进行交流探讨，为双方合作共建智能化工厂奠定了良好的开端。,,"[{'id': '3', 'name': '公司'}]"
375,2018-11-21 11:54:46,【日本政府呼吁日产、雷诺、三菱应维持稳定的企业联盟】据外媒，日本内阁官房长官菅义伟周三在例行记者会上表示，政府认为日产汽车、雷诺汽车、三菱汽车三家企业维持一个稳定的联盟，这是至关重要的。日产董事长本周因涉嫌财务违规而被逮捕，这三家企业组成联盟深受震撼。,,"[{'id': '3', 'name': '公司'}]"
376,2018-11-21 11:52:43,高盛：油价下跌已经脱离目前和远期的基本面；油价将在宽幅区间内震荡，直到OPEC会议召开。,,"[{'id': '5', 'name': '市场'}, {'id': '6', 'name': '观点'}]"
377,2018-11-21 11:50:36,【亚洲垃圾债券价格现已跌至2011年以来最低水平】据外媒，全球范围内的信用压力迹象在不断增多。亚洲地区风险最高债券的价格现已跌至将近七年来的最低水平，而伴随全球市场的下跌，信用违约保险成本也在持续攀升。根据ICE美银美林指数，垃圾级公司债券的平均价格11月20日已经跌至90，创出了2011年12月以来的最低水平。,,"[{'id': '5', 'name': '市场'}]"
378,2018-11-21 11:45:38,【河北省多城市11月22日起启动重污染天气Ⅱ级应急响应】河北省大气污染防治领导小组办公室今天下发通知，要求河北省区域一（石家庄、保定、衡水、邢台、邯郸、定州、辛集、雄安新区）、区域二（唐山、廊坊、沧州）等城市明天起启动重污染天气Ⅱ级应急响应。27日午后起，西北冷空气自北向南开始影响河北，扩散条件逐步转好。河北省大气办要求，各市要加强督导检查，确保各项应急响应措施落实到位。,,"[{'id': '8', 'name': '其他'}]"
379,2018-11-21 11:43:32,【美财政部宣布制裁和伊朗、俄罗斯有关的9个实体和个人】美国财政部20日以涉嫌向叙利亚政府提供石油为由，宣布对和伊朗、俄罗斯相关的9个实体和个人实施制裁。  （新华社）,,"[{'id': '8', 'name': '其他'}]"
380,2018-11-21 11:41:09,【戴姆勒中国主管：奔驰今年在中国的销售情况令人鼓舞】彭博援引戴姆勒中国业务主管Hubertus Troska在北京表示，本土化生产的汽车为梅赛德斯-奔驰在华销量贡献超过70%份额，但其未透露具体销量。北汽集团董事长徐和谊在同一活动中称，北京奔驰开始在华本土化生产第五款梅赛德斯-奔驰车型。,,"[{'id': '3', 'name': '公司'}]"
381,2018-11-21 11:40:25,【特斯拉临港产业区启动招聘】特斯拉现身临港产业区2018秋季人才招聘会，面向社会公开招聘生产经理、生产主管等人员。,,"[{'id': '3', 'name': '公司'}]"
382,2018-11-21 11:39:15,【湖南省怀化市鹤城区排查出非洲猪瘟疫情】农业农村部新闻办公室11月21日发布，湖南省怀化市鹤城区排查出非洲猪瘟疫情。截至目前，该养殖户存栏生猪73头，发病61头，死亡55头。当地已按照要求启动应急响应机制，采取封锁、扑杀、无害化处理、消毒等处置措施，对全部病死和扑杀猪进行无害化处理。同时，禁止所有生猪及其产品调出封锁区，禁止生猪运入封锁区。目前，上述措施均已落实。,,"[{'id': '8', 'name': '其他'}]"
383,2018-11-21 11:38:50,【浦东新区召开中小微民营企业发展调研座谈会】上海市委常委、浦东新区区委书记翁祖亮带领新区及各职能部门的主要领导和来自浦东“独角兽”、AI人工智能、生物制药、商贸物流、先进制造业等企业家们面对面交流。翁祖亮说，对于企业提出的各种诉求，特别是新情况新问题，要多设路标不设路障。锐嘉科集团董事长王迅表示，民营企业最难的是融资，希望政府针对不同阶段的民营企业，分别制定支持政策。（东方网）,,"[{'id': '10', 'name': 'A股'}]"
384,2018-11-21 11:38:37,  高盛：在欧佩克大会之前，原油价格将波动剧烈。,,"[{'id': '5', 'name': '市场'}, {'id': '6', 'name': '观点'}]"
385,2018-11-21 11:35:15,【消息称亚马逊竞购迪士尼22个体育网络 金额或达200亿美元】据CNBC援引知情人士报道称，亚马逊和私募股权巨头黑石正在竞购迪士尼旗下22个地区体育网络，包括专注纽约市场的Yes Network。CNBC的报道没有透露竞购金额。但消息人士早前对路透表示，价值可能高达200亿美元。注：迪士尼正在收购21世纪福克斯旗下的影视资产，迪士尼此前曾表示，将剥离22个福克斯地区体育网络，作为其与美国司法部协议的一部分。,,"[{'id': '3', 'name': '公司'}]"
386,2018-11-21 11:31:23,上证综指上午收盘下跌0.13%，报2642.46；深证成指上涨0.03%，报7882.25；创业板指上涨0.21%，报1358.20。,,"[{'id': '10', 'name': 'A股'}]"
387,2018-11-21 11:29:41,【湖南：力争2019年在全省布局充电桩10万个】湖南省新能源车企、充电桩生产及经营企业、互联网企业将“抱团创业”，到2019年实现新能源“车桩网”覆盖全省122个县区。20日，湖南省新能源产业协会充电桩分会在长沙成立，并联合所有会员企业，2019年力争在全省布局充电桩10万个。（湖南日报）,,"[{'id': '8', 'name': '其他'}]"
388,2018-11-21 11:28:50,【中国银行完成了人民币兑菲律宾比索直接交易市场上的首笔交易】11月20日，中国银行董事长陈四清与菲律宾财政部长多明格斯交换了双方正式签署的《菲律宾共和国2018年熊猫债发行谅解备忘录》；陈四清董事长作为菲律宾人民币交易商协会主席单位的代表，接受了菲央行关于启动人民币兑比索直接交易市场的授牌。 此次菲央行的授牌，标志着菲律宾人民币兑比索直接交易市场正式启动。启动当天，中国银行马尼拉分行完成了该市场上的首笔交易。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
389,2018-11-21 11:23:11,美元兑马来西亚林吉特升破4.2000，为一年来首次。,,"[{'id': '5', 'name': '市场'}]"
390,2018-11-21 11:22:59,【公开市场遭遇史上最长关停 中信证券：不意味货币政策收紧 接下来降息、降准、MLF操作均可期】央行今日继续暂停逆回购操作，至此，公开市场关闭期长达19个交易日；自2016年初公开市场每日操作以来，只有过两次如此长时间暂停逆回购操作的情况，上次最长连停周期为7月20日-8月15日，期间央行进行了两次MLF操作。彭博援引中信证券固定收益研究主管明明表示，“接下来降息、降准、MLF操作都是可期的。”他认为，央行长时间暂停公开市场操作旨在维持流动性供需处于合理水平，在当前经济面临下行压力的时期，此举并不意味着会为了维稳汇率而收紧货币，宽松的货币政策方向并没有发生变化。,,"[{'id': '5', 'name': '市场'}, {'id': '6', 'name': '观点'}, {'id': '7', 'name': '央行'}]"
391,2018-11-21 11:22:30,【海南省发改委启动省内外创投业发展调研】近期，海南省发改委委组成调研组，深入省内主要创新创业园区沟通交流，了解创投产业发展实际情况。调研组还赴贵州省贵阳市大数据产业发展集聚园区、广东省广州市琶洲互联网创新集聚区和创投小镇、深圳市深圳湾创新广场和粤港澳青年创客营、珠海市横琴新区等地开展深入交流。下一步，海南省发改委将加快培育海南特色创投主体、拓宽创投资金来源、加强引导与扶持、优化创投环境、营造创投氛围，争取取得积极成效，努力实现海南省创投行业飞跃发展。,,"[{'id': '8', 'name': '其他'}]"
392,2018-11-21 11:18:03,【北陆药业涉科创概念 收到深交所关注函】北陆药业昨日在互动平台表示，旗下两家参股企业力争实现IPO，并将密切关注上海科创板相关动态，公司股票随后涨停。深交所21日就此下发关注函，要求公司披露：在两家企业的持股比例和IPO工作进展；公司高管及股东是否有减持计划；实控人股份质押情况；是否存在主动迎合市场热点、炒作公司股价的情形。注：同样在互动平台回应涉科创概念的任子行等近期也收到深交所关注函。,,"[{'id': '3', 'name': '公司'}, {'id': '9', 'name': '焦点'}, {'id': '10', 'name': 'A股'}]"
393,2018-11-21 11:12:59,【疫情猝不及防 四川猪价几近失控】进入11月，四川猪肉消费旺季开启，屠企提量在即，发生非洲猪瘟之前，川内猪价始终保持稳中上行走势，规模场出栏价格达到17.60-17.80元/公斤。疫情发生后，跨市禁调实施，各地市养殖单位心态发生转变。禁调后成都猪价大幅攀升，及至20日，当地外三元出栏价格已涨至18.00-18.40元/公斤。而养殖量集中的眉山、泸州、宜宾等地猪价则深跌至“七元”以下，养殖户恐慌情绪加剧，对后市极为悲观。,,"[{'id': '5', 'name': '市场'}]"
394,2018-11-21 11:12:47,【北京多措确保“煤改电”用户温暖过冬 平原地区基本实现“无煤化”】今冬供暖季，北京地区“煤改电”用户突破120万户。为了确保其温暖过冬，国家电网北京市电力公司推出应急送电等服务，加强应急故障处置。 2018年10月底，北京“十三五”期间“煤改电”改造任务提前两年完成，全市平原地区基本实现“无煤化”。（新华社）,,"[{'id': '8', 'name': '其他'}]"
395,2018-11-21 11:12:27,【天虹股份：双十一当天销售整体同比增长30%】天虹股份在投资者关系互动平台上表示，今年“双十一”当天，天虹销售整体同比增长30%。其中，天虹手机快速买单小程序客单量环比增加183%，销售额环比增加438%；天虹线上购物销售额同比上升76%，复购率达54.8%。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
396,2018-11-21 11:07:23,【央行称银行体系流动性总量合理充裕 公开市场追平最长关停期 Shibor涨跌互现】央行今日继续暂停逆回购操作，公开市场关闭期长达19个交易日，持平8月创下的最长关停期。隔夜shibor报2.5790%，下跌3个基点；7天shibor报2.6560%，下跌0.9个基点；3个月shibor报3.0600%，上涨0.7个基点。,,"[{'id': '5', 'name': '市场'}]"
397,2018-11-21 11:02:43,【螺纹钢现货大跌 多个区域累计跌幅逾百元】截至昨日收市，三级优质品螺纹钢16-25规格报4180-4220元/吨，大厂高线主流价位在4440-4500元/吨，盘螺主流价位在4420-4480元/吨。昨日上海本地建材继续大跌，累计跌幅逾百元，大厂螺纹报在4150-4200元/吨。原料方面，昨日普氏62%铁矿石指数75.45美元，暂时持平；唐山普方坯出厂价格下跌130，报3450元/吨。（西本新干线）,,"[{'id': '5', 'name': '市场'}]"
398,2018-11-21 11:02:36,【汉能与华夏银行签订战略合作协议 】20日，汉能移动能源控股集团与华夏银行签订银企战略合作协议，双方将构建长期、稳定的银企合作关系。华夏银行将根据汉能移动能源控股集团需求给与最大限度的授信支持，以践行国家支持半导体研发、高端装备制造及新能源产业的方针政策。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
399,2018-11-21 10:58:24,【北京拟立法取消建设用地规划许可证】11月21日，北京市十五届人大常委会第九次会议听取了北京市副市长殷勇对《北京市城乡规划条例（修订草案）》议案的说明。殷勇提到，此次修订的内容包括巩固营商环境改善和工程建设项目审批制度改革成果。其中一项是取消建设用地规划许可证。殷勇解释，建设单位取得国有土地使用权，即意味着获得用地许可，建设用地规划许可已不再具有独立存在的意义。（新京报）,,"[{'id': '8', 'name': '其他'}]"
400,2018-11-21 10:55:36,【民生银行发行第一期小微金融债】从民生银行获悉，民生银行成功发行2018年第一期小微金融债，发行规模400亿元，三年期固定利息品种，发行利率3.83%。民生银行有关负责人表示，本次发行获得市场高度认可和踊跃认购，参与申购的机构投资者近400家，创单期金融债投资者数量之最，申购总规模高达1096亿元，超额认购量达到2.74倍，创金融债单笔发行最大申购纪录。,,"[{'id': '10', 'name': 'A股'}]"
401,2018-11-21 10:53:42,【达安基因：公司目前有创投项目约200个】达安基因21日在投资者互动平台上表示，公司目前有创投项目约200个，目前科创板相关具体细则未出，尚不能明确具体数字。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
402,2018-11-21 10:52:01,【雄安新区支持民营经济发展 不断优化营商环境】为支持民营经济发展壮大，雄安新区相关部门不断优化营商环境，努力为民营企业投资发展创造便利条件，助力民营企业更好更快发展。据悉，雄安新区将不断推进简政放权、放管结合、优化服务，持续推动商事制度改革，大力开展税费清理改革，降低市场准入门槛，加速释放投资活力，减轻企业负担，全面提升营商环境，让民营企业和雄安新区共成长。,,"[{'id': '10', 'name': 'A股'}]"
403,2018-11-21 10:51:41,【视觉中国：区块链技术在公司主营业务中具有丰富的业务应用场景 】 视觉中国在日前的机构调研中表示，区块链技术在公司的主营业务中具有丰富的业务应用场景，有很广阔的应用前景，公司收购500px后，将充分利用其全球化的互联网平台，积极探索区块链技术在全流程的业务场景中的应用，将它们更好地运用在我们的服务中，提升服务的效率和透明度，与合作伙伴一起创造版权价值。区块链不仅仅是“技术”，最终将成为数字版权行业的“基础能力”，为行业的高速发展提供创新发展的助推力。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
